Test_Repo,Prompt_ID,Repeat_Num,Total_Patch_Num,Compilable_Patch_Num,Plausible_Patch_Num,Average_Response_Time,Average_Confidence,Average_Identify_Accuracy,Average_Pass_Rate,Prompt
-1,1
berry-5,4,1,1,0,0,8.14179515838623,1.0,0.0,0.0,0,0
berry-5,4,1,1,0,0,9.576987028121948,1.0,0.0,0.0,0,2
berry-5,4,1,1,0,0,6.941190481185913,1.0,0.0,0.0,0,2
berry-5,4,1,1,0,0,7.725545167922974,1.0,0.0,0.0,0,2
berry-5,4,1,1,0,0,11.434460401535034,1.0,0.0,0.0,0,2
berry-5,4,1,1,0,0,7.601049900054932,1.0,0.0,0.0,0,2
berry-5,4,1,1,0,0,8.036943912506104,1.0,0.0,0.0,0,2
berry-5,4,1,1,0,0,9.349991083145142,1.0,0.0,0.0,0,2
berry-5,4,1,1,0,0,9.989519119262695,1.0,0.0,0.0,0,2
berry-5,4,1,1,0,0,7.177036762237549,1.0,0.0,0.0,0,2
berry-5,4,1,1,0,0,12.18282413482666,1.0,0.0,0.0,0,2
berry-5,4,1,1,0,0,15.731168031692505,1.0,0.0,0.0,0,2
berry-5,4,1,1,0,0,7.3012855052948,1.0,0.0,0.0,0,2
berry-5,4,1,1,0,0,17.697059154510498,1.0,0.0,0.0,0,2
berry-5,4,1,1,0,0,9.333362579345703,1.0,0.0,0.0,0,2
berry-5,4,1,1,0,0,7.465613842010498,1.0,0.0,0.0,0,2
cpp_peglib-4,4,1,1,1,0,6.546170949935913,1.0,0.0,0.0,0,0
cpp_peglib-4,4,1,1,1,0,7.01427698135376,1.0,0.0,0.0,0,3
cpp_peglib-4,4,1,1,1,0,6.752967357635498,1.0,0.0,0.0,0,3
-1,0
cppcheck-8,4,1,1,1,0,5.427973747253418,1.0,0.0,0.9880952380952381,0.9880952380952381,1
cppcheck-8,4,1,1,1,0,6.822612285614014,1.0,0.0,0.9880952380952381,0.9880952380952381,3
cppcheck-8,4,1,1,1,0,6.189958810806274,1.0,0.0,0.9880952380952381,0.9880952380952381,3
-1,0
cppcheck-9,4,1,1,1,0,5.437362432479858,1.0,0.0,0.9176470588235294,0.9176470588235294,1
cppcheck-9,4,1,1,1,0,6.318411111831665,1.0,0.0,0.9176470588235294,0.9176470588235294,3
cppcheck-9,4,1,1,1,0,8.584287643432617,1.0,0.0,0.9176470588235294,0.9176470588235294,3
cppcheck-11,4,1,1,1,0,8.849721908569336,1.0,0.0,0.9882352941176471,0.9882352941176471,0
cppcheck-11,4,1,1,1,0,11.498955249786377,1.0,0.0,0.0,0,3
cppcheck-11,4,1,1,1,0,8.890389442443848,1.0,0.0,0.0,0,3
cppcheck-25,4,1,1,1,0,4.884392976760864,1.0,0.0,0.9882352941176471,0.9882352941176471,0
cppcheck-25,4,1,1,1,0,6.314842462539673,1.0,0.0,0.0,0,3
cppcheck-25,4,1,1,1,0,6.416824579238892,1.0,0.0,0.0,0,3
exiv2-13,4,1,1,1,0,36.53746199607849,1.0,0.0,0.0,0,0
exiv2-13,4,1,1,1,0,25.657928228378296,1.0,0.0,0.0,0,3
exiv2-13,4,1,1,1,0,31.066543340682983,1.0,0.0,0.0,0,3
-1,0
-1,1
-1,1
-1,0
-1,1
-1,1
openssl-14,4,1,1,0,0,5.115225553512573,1.0,0.0,0.0,0,0
openssl-14,4,1,1,0,0,6.888912916183472,1.0,0.0,0.0,0,2
openssl-14,4,1,1,0,0,7.359074354171753,1.0,0.0,0.0,0,2
openssl-24,4,1,1,0,0,18.434735774993896,1.0,0.0,0.0,0,0
openssl-24,4,1,1,0,0,18.428672075271606,1.0,1.0,0.0,0,2
cpp_peglib-4,4,1,1,1,0,8.31686806678772,-1.0,-1.0,0.0,0,0
cpp_peglib-4,4,1,1,1,0,5.008298873901367,-1.0,-1.0,0.0,0,0
cpp_peglib-4,4,1,1,1,0,4.387518882751465,-1.0,-1.0,0.0,0,3
cpp_peglib-4,4,1,1,1,0,4.894681930541992,-1.0,-1.0,0.0,0,3
cppcheck-8,4,1,1,1,0,4.685822486877441,-1.0,-1.0,0.0,0,0
cppcheck-8,4,1,1,1,0,5.338308811187744,-1.0,-1.0,0.0,0,3
cpp_peglib-4,4,1,1,1,0,5.381548643112183,-1.0,-1.0,0.0,0,0
cpp_peglib-4,4,1,1,1,0,7.3724586963653564,-1.0,-1.0,0.0,0,3
cpp_peglib-4,4,1,1,1,0,5.3095173835754395,-1.0,-1.0,0.0,0,3
cppcheck-8,4,1,1,1,0,4.840063810348511,-1.0,-1.0,0.0,0,0
cppcheck-8,4,1,1,1,0,4.927774429321289,-1.0,-1.0,0.0,0,3
